"c1","c2","c3","target"
-1.26415682092401,1.49473253373737,0.260382442095179,1.19653320430803
-1.59917300386288,-0.432614491611913,-0.0154882305391961,0.902762378441046
0.51658076125173,-0.862328060436522,-1.1585164457915,0.955089517996855
-0.476554964453627,-0.0527578461695969,-1.41644317201345,1.89237254211654
1.05722368398186,0.950372664465319,-1.37207698360601,0.952714204311553
-1.73319624850538,1.04772070783428,-0.654837567954323,1.27066817659131
-0.0373036291976749,-1.2798827313168,-0.480996020693285,-0.128777035493551
-2.38628774805035,-1.39908206419679,0.590330501312069,-1.58869530120057
0.618427062262824,0.0117511792315624,0.307010826179784,-0.630052847069062
-0.931108366665342,1.06814301339114,1.84573182434643,0.592360535403738
0.262992795744988,0.909076567305651,0.367954838579477,-0.709119128627867
-1.02647550211542,-1.94056594171079,0.612866586454582,-0.290536190980912
0.308813906898373,-0.407190552417876,-0.103549864956453,-1.83972975160198
-0.334122189165678,0.954365028967697,-0.125692751963052,-2.00981455148124
0.646713648986675,1.49371922316401,-1.91735914239033,-1.59532153501561
-1.01499743462989,-0.814897275369433,-0.819191838648593,-1.15953458234016
1.94114120699139,-0.579587407201052,-0.662087576304509,0.79039820673516
0.538844343238388,0.329276292123646,-1.78924926567005,0.717688332707581
0.0959184871184244,2.02081130436787,-0.101792838001438,0.785162839178181
-1.22830773018254,-0.664011988497752,-0.783357480874379,-0.259741710144602
1.48816948110184,2.29130057843656,0.262663997302548,-0.635198709510876
2.40526984724889,0.766420945341397,-0.215347355147992,-0.043810963577602
1.52353793204133,0.0500747711981328,-0.0268428677458538,-1.52546725344793
-0.442164583904013,0.668241539257402,-0.446753044019774,-1.09808557874286
-0.988788169570891,-1.03778977015355,-0.63098235660072,0.20340987442147
0.136922735152131,0.678187738767091,-0.515314452005841,0.869808711334119
0.596788736196539,1.98101292996198,1.35999876917585,1.48286291520358
-0.628516498463808,0.11621512090073,-0.285799714991228,-1.03722400714849
-1.63041896206178,-1.20209314800355,-0.178956647973166,1.52538162490575
0.542595060395799,-1.11647525536809,1.25967951189482,0.442936555283927
-0.393308539312038,0.856998796076734,0.779571236210237,0.56923399356393
0.366847178230777,0.909948865094433,0.688033050587979,0.149430804559868
0.405959751572103,0.327723950928726,1.26041128003087,1.0364188349215
0.23797998230671,0.582843773701366,1.16476331801365,-0.374147693998468
0.689790904695322,1.45743098423825,0.252542254493131,-1.28919314159428
-0.887211909656365,-1.23037435547781,-0.255126479537975,0.591852129515798
1.82628221293992,1.17670032239132,0.211945373172923,0.0507003981502272
1.72231228917416,1.20627998271452,-0.911813858014652,0.309261659755159
0.735452825199913,0.28055890926079,-0.621356081580437,0.135243152901746
-1.16253017967298,-0.696030143846656,0.867630876435825,0.84411876355888
-0.00305425624893862,-0.00622432762891492,1.1458074105146,-0.482172503618402
1.51877421784306,-0.0372396041741296,0.172672038065723,0.901141647043305
-1.24574688043255,-1.10233128040335,-0.218092230200415,0.690450655934798
0.497345858116791,-0.207003995276409,1.61962666800457,0.710097121300864
